German,English,Hindi
international,To be translated,अनुवाद किया जाना है
ist (ab)gefahren,To be translated,अनुवाद किया जाना है
ist (ab)geflogen,To be translated,अनुवाद किया जाना है
ist dabei,To be translated,अनुवाद किया जाना है
ist eingezogen,To be translated,अनुवाद किया जाना है
ist einverstanden,To be translated,अनुवाद किया जाना है
ist erkältet,To be translated,अनुवाद किया जाना है
ist fertig,To be translated,अनुवाद किया जाना है
ist fit gewesen,To be translated,अनुवाद किया जाना है
ist geblieben,To be translated,अनुवाद किया जाना है
ist gegangen,To be translated,अनुवाद किया जाना है
ist gekommen,To be translated,अनुवाद किया जाना है
ist gelaufen,To be translated,अनुवाद किया जाना है
ist geschwommen,To be translated,अनुवाद किया जाना है
ist gestorben,To be translated,अनुवाद किया जाना है
ist gewandert,To be translated,अनुवाद किया जाना है
ist gewesen,To be translated,अनुवाद किया जाना है
ist geworden,To be translated,अनुवाद किया जाना है
ist gültig gewesen,To be translated,अनुवाद किया जाना है
ist passiert,To be translated,अनुवाद किया जाना है
ist umgestiegen,To be translated,अनुवाद किया जाना है
ist unterwegs,To be translated,अनुवाद किया जाना है
ist verreist,To be translated,अनुवाद किया जाना है
ist/hat gejoggt,To be translated,अनुवाद किया जाना है
joggen,to jog,जॉगिंग करना
keinen Fall,To be translated,अनुवाद किया जाना है
kennenlernen,To be translated,अनुवाद किया जाना है
klappen,To be translated,अनुवाद किया जाना है
klettern,to climb,चढ़ना
klingeln,to ring,बजना
Klub,To be translated,अनुवाद किया जाना है
kommt an,To be translated,अनुवाद किया जाना है
kontaktlos bezahlen,contactless payment,कॉन्टैक्टलेस पेमेंट
kontrollieren,To be translated,अनुवाद किया जाना है
kontrolliert,To be translated,अनुवाद किया जाना है
lange,To be translated,अनुवाद किया जाना है
lassen,To be translated,अनुवाद किया जाना है
laufen),To be translated,अनुवाद किया जाना है
leicht,To be translated,अनुवाद किया जाना है
leider,To be translated,अनुवाद किया जाना है
leidtun/leid tun,To be translated,अनुवाद किया जाना है
leihen,To be translated,अनुवाद किया जाना है
leise,To be translated,अनुवाद किया जाना है
lernt kennen,To be translated,अनुवाद किया जाना है
letzt-,To be translated,अनुवाद किया जाना है
lieb-,To be translated,अनुवाद किया जाना है
Lieblings-,To be translated,अनुवाद किया जाना है
liefern,To be translated,अनुवाद किया जाना है
live,live,लाइव
Länder und Nationalitäten,To be translated,अनुवाद किया जाना है
lügen,To be translated,अनुवाद किया जाना है
machen/-helfen),To be translated,अनुवाद किया जाना है
mal / das Mal,To be translated,अनुवाद किया जाना है
malen,to paint,पेंट करना
manch-,To be translated,अनुवाद किया जाना है
manchmal,To be translated,अनुवाद किया जाना है
mehr,To be translated,अनुवाद किया जाना है
meinen,To be translated,अनुवाद किया जाना है
meiner Meinung nach,in my opinion,मेरी राय में
meist-,To be translated,अनुवाद किया जाना है
meldet an,To be translated,अनुवाद किया जाना है
merken,To be translated,अनुवाद किया जाना है
mindestens,To be translated,अनुवाद किया जाना है
mit Frühstück,with breakfast,नाश्ते सहित
mochte,To be translated,अनुवाद किया जाना है
modern,To be translated,अनुवाद किया जाना है
morgen früh,tomorrow morning,कल सुबह
männlich,To be translated,अनुवाद किया जाना है
nach Hause kommen,to come home,घर आना
nebenan,To be translated,अनुवाद किया जाना है
nennen,To be translated,अनुवाद किया जाना है
nicht zustimmen,to disagree,असहमत होना
nichts,To be translated,अनुवाद किया जाना है
nie,To be translated,अनुवाद किया जाना है
nirgends,To be translated,अनुवाद किया जाना है
normal,To be translated,अनुवाद किया जाना है
notieren,To be translated,अनुवाद किया जाना है
notwendig,To be translated,अनुवाद किया जाना है
nächste,To be translated,अनुवाद किया जाना है
nähen,to sew,सिलाई
nützlich,To be translated,अनुवाद किया जाना है
oft,To be translated,अनुवाद किया जाना है
online,To be translated,अनुवाद किया जाना है
organisieren,To be translated,अनुवाद किया जाना है
organisiert,To be translated,अनुवाद किया जाना है
packen,To be translated,अनुवाद किया जाना है
packt ein,To be translated,अनुवाद किया जाना है
parken,To be translated,अनुवाद किया जाना है
passieren,To be translated,अनुवाद किया जाना है
passiert,To be translated,अनुवाद किया जाना है
passt auf,To be translated,अनुवाद किया जाना है
peinlich,embarrassing,शर्मनाक
planen,to plan,योजना बनाना
plötzlich,To be translated,अनुवाद किया जाना है
praktisch,To be translated,अनुवाद किया जाना है
preiswert,To be translated,अनुवाद किया जाना है
privat,To be translated,अनुवाद किया जाना है
pro,To be translated,अनुवाद किया जाना है
probieren,to try on,ट्राय करना
probiert,To be translated,अनुवाद किया जाना है
protestieren,to protest,विरोध करना
prüfen,To be translated,अनुवाद किया जाना है
raten,To be translated,अनुवाद किया जाना है
rauchen,To be translated,अनुवाद किया जाना है
rechnen,To be translated,अनुवाद किया जाना है
recht haben,To be translated,अनुवाद किया जाना है
recyceln,to recycle,रीसाइकल करना
reden,To be translated,अनुवाद किया जाना है
regelmäßig,regularly,नियमित
regnerisch,rainy,बारिश वाला
reich,To be translated,अनुवाद किया जाना है
reisen,To be translated,अनुवाद किया जाना है
reiten,To be translated,अनुवाद किया जाना है
renovieren,To be translated,अनुवाद किया जाना है
reparieren,To be translated,अनुवाद किया जाना है
reservieren,to reserve,आरक्षित करना
reserviert,To be translated,अनुवाद किया जाना है
reservierte,To be translated,अनुवाद किया जाना है
romantisch,To be translated,अनुवाद किया जाना है
ruht aus,To be translated,अनुवाद किया जाना है
rund,To be translated,अनुवाद किया जाना है
sammeln,to collect,इकट्ठा करना
sammelt,To be translated,अनुवाद किया जाना है
satt,full (after eating),पेट भरा
schade,To be translated,अनुवाद किया जाना है
schaffen,To be translated,अनुवाद किया जाना है
scheinen,To be translated,अनुवाद किया जाना है
schimpfen,To be translated,अनुवाद किया जाना है
schimpft,To be translated,अनुवाद किया जाना है
schlafen gehen,to go to sleep,सोने जाना
schlechte Laune,bad mood,खराब मूड
schließt,To be translated,अनुवाद किया जाना है
schließt ab,To be translated,अनुवाद किया जाना है
schlimm,To be translated,अनुवाद किया जाना है
schmeckt,To be translated,अनुवाद किया जाना है
schneiden (sich),To be translated,अनुवाद किया जाना है
schneidet,To be translated,अनुवाद किया जाना है
schrecklich,terrible,भयानक
schreiben,To be translated,अनुवाद किया जाना है
schriftlich,To be translated,अनुवाद किया जाना है
schwach,To be translated,अनुवाद किया जाना है
schwanger,To be translated,अनुवाद किया जाना है
schwimmen gehen,to go swimming,तैराकी करने जाना
schädlich,To be translated,अनुवाद किया जाना है
schützen,to protect,संरक्षण करना
sein,To be translated,अनुवाद किया जाना है
setzen (sich),To be translated,अनुवाद किया जाना है
setzt,To be translated,अनुवाद किया जाना है
setzung,To be translated,अनुवाद किया जाना है
sich anziehen,to get dressed,कपड़े पहनना
sich ausruhen,to rest,आराम करना
sich ausziehen,to undress,कपड़े उतारना
sich beeilen,to hurry,जल्दी करना
sich rasieren,to shave,शेव करना
sich schminken,to put on makeup,मेकअप करना
sich streiten,to argue,झगड़ा करना
sich versöhnen,to make up,सुलह करना
sicher,To be translated,अनुवाद किया जाना है
sieht aus,To be translated,अनुवाद किया जाना है
so,To be translated,अनुवाद किया जाना है
sofort,To be translated,अनुवाद किया जाना है
sogar,To be translated,अनुवाद किया जाना है
sollte,To be translated,अनुवाद किया जाना है
sonst,To be translated,अनुवाद किया जाना है
spannend,exciting,रोमांचक
spazieren gehen,To be translated,अनुवाद किया जाना है
spielen (Instrument),to play (instrument),बजाना
spielt,To be translated,अनुवाद किया जाना है
sportlich,To be translated,अनुवाद किया जाना है
stark,To be translated,अनुवाद किया जाना है
stattfinden,To be translated,अनुवाद किया जाना है
steigt aus,To be translated,अनुवाद किया जाना है
steigt ein,To be translated,अनुवाद किया जाना है
stellt vor,To be translated,अनुवाद किया जाना है
sterben,To be translated,अनुवाद किया जाना है
streamen,to stream,स्ट्रीम करना
streiten (sich),To be translated,अनुवाद किया जाना है
streng,To be translated,अनुवाद किया जाना है
stressig,To be translated,अनुवाद किया जाना है
stricken,to knit,बुनाई
stören,To be translated,अनुवाद किया जाना है
stürmisch,stormy,तूफानी
surfen,To be translated,अनुवाद किया जाना है
surfen im Internet,to surf the internet,इंटरनेट सर्फ करना
sympathisch,To be translated,अनुवाद किया जाना है
tauscht (aus),To be translated,अनुवाद किया जाना है
teilen,To be translated,अनुवाद किया जाना है
teilnehmen,To be translated,अनुवाद किया जाना है
teuer,To be translated,अनुवाद किया जाना है
tief,To be translated,अनुवाद किया जाना है
tot,dead,मृत
total,To be translated,अनुवाद किया जाना है
trainieren,to train,प्रशिक्षण लेना
treffen (sich),To be translated,अनुवाद किया जाना है
trifft,To be translated,अनुवाद किया जाना है
trägt ein,To be translated,अनुवाद किया जाना है
träumen,to dream,सपना देखना
träumt,To be translated,अनुवाद किया जाना है
tschüs,To be translated,अनुवाद किया जाना है
tun,To be translated,अनुवाद किया जाना है
tung,To be translated,अनुवाद किया जाना है
um ... Uhr,at ... o'clock,... बजे
unbedingt,To be translated,अनुवाद किया जाना है
ungesund,unhealthy,अस्वस्थ
unterhalten (sich),To be translated,अनुवाद किया जाना है
unterhält,To be translated,अनुवाद किया जाना है
unternehmen,To be translated,अनुवाद किया जाना है
unterschreiben,To be translated,अनुवाद किया जाना है
untersuchen,To be translated,अनुवाद किया जाना है
untersucht,To be translated,अनुवाद किया जाना है
unterwegs sein,To be translated,अनुवाद किया जाना है
vegan,vegan,शुद्ध शाकाहारी
vegetarisch,vegetarian,शाकाहारी
verabreden (sich),to arrange to meet,मुलाकात तय करना
verabredet sein,To be translated,अनुवाद किया जाना है
verbieten /,To be translated,अनुवाद किया जाना है
verboten sein,To be translated,अनुवाद किया जाना है
vereinbaren,To be translated,अनुवाद किया जाना है
vergessen,To be translated,अनुवाद किया जाना है
vergisst,To be translated,अनुवाद किया जाना है
vergleichen,To be translated,अनुवाद किया जाना है
vergleicht,To be translated,अनुवाद किया जाना है
verlaufen (sich),to get lost,रास्ता भूल जाना
verletzen (sich),To be translated,अनुवाद किया जाना है
verletzt,To be translated,अनुवाद किया जाना है
verlieben (sich),To be translated,अनुवाद किया जाना है
verliebt sein,to be in love,प्यार में होना
verliert,To be translated,अनुवाद किया जाना है
verlobt,engaged,सगाई किया हुआ
vermieten,To be translated,अनुवाद किया जाना है
verpassen,To be translated,अनुवाद किया जाना है
verreisen,To be translated,अनुवाद किया जाना है
verreist,To be translated,अनुवाद किया जाना है
verschieben,To be translated,अनुवाद किया जाना है
verschieden,To be translated,अनुवाद किया जाना है
verspätet,late/delayed,देर से
versteht,To be translated,अनुवाद किया जाना है
versucht,To be translated,अनुवाद किया जाना है
verzweifelt,desperate,निराश
viel,To be translated,अनुवाद किया जाना है
vielleicht,To be translated,अनुवाद किया जाना है
Viertel nach,quarter past,सवा
Viertel vor,quarter to,पौने
vorbei,To be translated,अनुवाद किया जाना है
vorbereiten,To be translated,अनुवाद किया जाना है
vorher,To be translated,अनुवाद किया जाना है
vorn(e),To be translated,अनुवाद किया जाना है
vorschlagen,to suggest,सुझाव देना
vorsichtig,To be translated,अनुवाद किया जाना है
vorstellen (sich),To be translated,अनुवाद किया जाना है
Vorwort,To be translated,अनुवाद किया जाना है
vorwärts,To be translated,अनुवाद किया जाना है
wach,To be translated,अनुवाद किया जाना है
wahr,To be translated,अनुवाद किया जाना है
wandern,to hike,हाइकिंग करना
war dabei,To be translated,अनुवाद किया जाना है
war fit,To be translated,अनुवाद किया जाना है
wartet,To be translated,अनुवाद किया जाना है
waschen (sich),To be translated,अनुवाद किया जाना है
weg sein,To be translated,अनुवाद किया जाना है
wenigstens,at least,कम से कम
wer (wen,To be translated,अनुवाद किया जाना है
willkommen,To be translated,अनुवाद किया जाना है
witzig,funny,मजेदार
wolkig,cloudy,बादल वाला
Wortgruppen,To be translated,अनुवाद किया जाना है
wunderbar,wonderful,शानदार
wählen,to vote,वोट देना
würdigkeit,To be translated,अनुवाद किया जाना है
würzig,spicy,मसालेदार
zeichnen,to draw,ड्रॉ करना
zeigen,to show,दिखाना
zieht (an/aus),To be translated,अनुवाद किया जाना है
zieht ein,To be translated,अनुवाद किया जाना है
zu sein,To be translated,अनुवाद किया जाना है
zuhören,to listen,सुनना
zum Beispiel,To be translated,अनुवाद किया जाना है
zumachen,to close,बंद करना
zunehmen,to gain weight,वज़न बढ़ना
zur Arbeit gehen,to go to work,काम पर जाना
zurzeit,currently,वर्तमान में
zurück,To be translated,अनुवाद किया जाना है
zurück-,To be translated,अनुवाद किया जाना है
zusammen,together,साथ
zustimmen,to agree,सहमत होना
ändern,To be translated,अनुवाद किया जाना है
ärgern (sich),To be translated,अनुवाद किया जाना है
ärgert,To be translated,अनुवाद किया जाना है
übernachten,To be translated,अनुवाद किया जाना है
übersetzen,To be translated,अनुवाद किया जाना है
überweisen,To be translated,अनुवाद किया जाना है
überweist,To be translated,अनुवाद किया जाना है
